,Name_FG,Tm,mean_batspeed,mean_swinglength,attack_angle,PA,AB,AVG,OBP,SLG,OPS,wOBA,wRC+,Name_SC,batter_cluster
0,Jose Abreu,HOU,71.72096774193548,7.130645161290323,5.25324423134877,120,113,0.123893805,0.166666666,0.194690265,0.361356931,0.1635177373886108,0.3575653156795391,"Abreu, José",2
1,Ronald Acuna Jr.,ATL,76.21379310344827,7.625,13.3968966715582,222,192,0.25,0.351351351,0.364583333,0.715934684,0.3218509095746117,105.1013793068646,"Acuña Jr., Ronald",4
2,Luisangel Acuna,NYM,72.22941176470589,7.232352941176471,4.588205859092587,40,39,0.307692307,0.325,0.641025641,0.966025641,0.4056757137179375,166.22777743063537,"Acuña, Luisangel",3
3,Willy Adames,MIL,73.59129411764705,8.119764705882353,21.708917712290955,688,610,0.250819672,0.331395348,0.462295081,0.793690429,0.3419318153910393,119.43800398037838,"Adames, Willy",4
4,Jordyn Adams,LAA,67.55217391304348,7.539130434782609,17.844049422445536,38,35,0.228571428,0.289473684,0.314285714,0.603759398,0.270762584711376,72.47865973550982,"Adams, Jordyn",3
5,Riley Adams,WSN,75.8886075949367,7.969620253164558,7.032509017729022,130,116,0.224137931,0.292307692,0.336206896,0.628514588,0.2749977846478307,75.12269516600813,"Adams, Riley",4
6,Jo Adell,LAA,76.68154981549816,7.507011070110702,15.135841088451231,451,405,0.207407407,0.28,0.402469135,0.682469135,0.2959931448998058,90.22635102211024,"Adell, Jo",4
7,Nick Ahmed,SDP,66.75179856115108,7.106474820143885,16.214599488103723,228,210,0.228571428,0.266666666,0.295238095,0.561904761,0.2484584652052985,58.93527324868085,"Ahmed, Nick",3
8,Ozzie Albies-R,ATL,68.3972972972973,6.843243243243244,10.249033700545056,142,137,0.299270072,0.323943661,0.503649635,0.827593296,0.354659229936734,127.18362779459396,"Albies, Ozzie",3
9,Blaze Alexander,ARI,73.5375,7.274038461538462,8.175811326287368,185,166,0.246987951,0.320652173,0.343373493,0.664025666,0.2976115498205889,88.3447929653324,"Alexander, Blaze",4
10,Nick Allen,OAK,63.8968253968254,6.238095238095238,2.2238293668508944,105,97,0.175257731,0.215686274,0.24742268,0.463108954,0.2067997823743259,33.22807833845942,"Allen, Nick",2
11,Pete Alonso,NYM,75.25488372093022,7.22093023255814,15.59395512359761,695,608,0.240131578,0.329496402,0.458881578,0.78837798,0.3398528206020637,121.92445845780296,"Alonso, Pete",4
12,Jose Altuve,HOU,67.58112359550562,7.664719101123596,19.36828514793037,682,628,0.294585987,0.350439882,0.439490445,0.789930327,0.344237520589548,127.47955141816854,"Altuve, Jose",3
13,Nacho Alvarez Jr.,ATL,66.90526315789474,7.43157894736842,11.922562345391167,32,30,0.1,0.15625,0.1,0.25625,0.1276723798364401,-25.59408139738713,"Alvarez Jr., Nacho",2
14,Armando Alvarez,OAK,66.52692307692308,7.038461538461538,15.873960668561391,39,37,0.243243243,0.282051282,0.27027027,0.552321552,0.2483690579732259,62.468755708564295,"Alvarez, Armando",2
15,Francisco Alvarez,NYM,73.4951754385965,7.190789473684211,9.9299373455269,342,308,0.237012987,0.307017543,0.402597402,0.709614945,0.3098268491482874,101.7149215046937,"Alvarez, Francisco",4
16,Jacob Amaya,CHW,67.18157894736842,7.1605263157894745,10.486364604714648,72,68,0.176470588,0.222222222,0.19117647,0.413398692,0.1904137060046196,17.452568573113233,"Amaya, Jacob",1
17,Miguel Amaya,CHC,73.64658634538152,7.092771084337349,10.668986137511205,363,328,0.231707317,0.287709497,0.356707317,0.644416814,0.2830892371731763,82.75058003228885,"Amaya, Miguel",3
18,Tim Anderson,MIA,69.31342281879195,7.165771812080537,7.99273325230506,241,234,0.213675213,0.236514522,0.226495726,0.463010248,0.2075836381476944,26.76256374903553,"Anderson, Tim",3
19,Miguel Andujar,OAK,70.63740157480315,7.5751968503937,4.866243724145555,319,302,0.284768211,0.319749216,0.377483443,0.697232659,0.3057821045474946,102.85426513893356,"Andujar, Miguel",2
20,Orlando Arcia,ATL,70.8765903307888,7.887531806615777,11.702405926522472,602,551,0.217785843,0.271214642,0.353901996,0.625116638,0.2726847584048907,72.00918941931086,"Arcia, Orlando",4
21,Nolan Arenado,STL,70.31388286334057,8.17592190889371,17.740231567602954,635,578,0.271626297,0.324921135,0.394463667,0.719384802,0.3136587862538386,102.24824652949398,"Arenado, Nolan",4
22,Gabriel Arias,CLE,74.6875,7.620454545454546,11.124652506877748,161,153,0.222222222,0.254658385,0.352941176,0.607599561,0.2633519120838331,70.28110656271517,"Arias, Gabriel",3
23,Randy Arozarena,SEA,72.43030303030304,7.316253443526171,12.012888527959817,648,549,0.218579234,0.331790123,0.387978142,0.719768265,0.3203924835464101,114.07055527986186,"Arozarena, Randy",1
24,Jose Azocar,SDP,67.31666666666668,6.833333333333333,8.762924913180356,79,73,0.219178082,0.269230769,0.246575342,0.515806111,0.2345961003731458,51.24263113310416,"Azocar, José",3
25,Harrison Bader,NYM,70.72972972972973,6.865202702702702,12.835068147610745,437,402,0.236318407,0.28375286,0.373134328,0.656887188,0.2853290042199126,85.22619263496502,"Bader, Harrison",2
26,Patrick Bailey-R,SFG,71.47592592592592,7.377777777777777,9.669287429374572,97,89,0.17977528,0.237113402,0.213483146,0.450596548,0.2066958012040128,30.75402016903831,"Bailey, Patrick",4
27,Luken Baker,STL,73.7709677419355,7.767741935483872,10.176765409639376,49,40,0.175,0.285714285,0.4,0.685714285,0.2941351739727721,89.10751719589678,"Baker, Luken",4
28,Brooks Baldwin-R,CHW,66.42,6.56,25.7787211745651,31,26,0.192307692,0.3,0.23076923,0.53076923,0.2512603958447774,60.021142927063295,"Baldwin, Brooks",3
29,Austin Barnes,LAD,67.75591397849463,6.369892473118279,3.8987788431781496,156,140,0.264285714,0.331168831,0.307142857,0.638311688,0.2893326820491196,86.10568620202024,"Barnes, Austin",1
30,Joey Bart,PIT,73.86228571428572,7.316,15.925774708700915,282,253,0.264822134,0.336879432,0.462450592,0.799330024,0.3469483698090763,120.5998337233666,"Bart, Joey",4
31,Jordan Beck,COL,71.116,7.677,18.40928052932633,184,170,0.188235294,0.244565217,0.276470588,0.521035805,0.2309042974247958,31.97593800428774,"Beck, Jordan",3
32,Josh Bell-R,ARI,68.82272727272728,7.470454545454546,13.807378563391806,199,177,0.242937853,0.30964467,0.395480225,0.705124895,0.3060755306968883,93.44222789065464,"Bell, Josh",4
33,Jon Berti,NYY,70.87719298245614,7.398245614035088,10.708351371771824,74,66,0.272727272,0.342465753,0.318181818,0.660647571,0.2999132806307649,94.74949441968909,"Berti, Jon",1
34,Christian Bethancourt,CHC,70.39574468085107,7.187234042553191,10.429038269588396,147,139,0.208633093,0.24137931,0.366906474,0.608285784,0.2633386632491802,65.8372085284152,"Bethancourt, Christian",3
35,Mookie Betts,LAD,69.40657894736842,6.896315789473684,15.779676476870083,516,450,0.288888888,0.372093023,0.491111111,0.863204134,0.3709689515573969,141.05249143299704,"Betts, Mookie",1
36,Bo Bichette,TOR,70.6526066350711,7.167772511848342,5.151369894014655,336,311,0.225080385,0.276785714,0.321543408,0.598329122,0.2636339559483884,70.58419470908426,"Bichette, Bo",3
37,Dairon Blanco,KCR,71.83414634146341,7.197560975609757,12.323839404356637,132,120,0.258333333,0.307692307,0.391666666,0.699358973,0.3056062542475187,94.29170130574562,"Blanco, Dairon",3
38,Ryan Bliss,SEA,71.00526315789473,6.765789473684211,20.188981425925167,71,63,0.222222222,0.289855072,0.396825396,0.686680468,0.2995942019034123,100.91080971516624,"Bliss, Ryan",4
39,Xander Bogaerts,SDP,70.15349544072949,7.093009118541033,11.471726636477785,463,428,0.264018691,0.306695464,0.380841121,0.687536585,0.2997738561928916,95.11172848396508,"Bogaerts, Xander",2
40,Alec Bohm,PHI,72.38169642857143,7.348660714285714,8.18235265292495,606,554,0.279783393,0.331683168,0.447653429,0.779336597,0.3352790382129467,114.74280641935762,"Bohm, Alec",4
41,David Bote,CHC,73.765625,7.596875,10.58896476273175,48,46,0.304347826,0.333333333,0.391304347,0.72463768,0.3169406900803248,105.53492822553989,"Bote, David",3
42,Sean Bouchard,COL,69.64339622641509,7.120754716981132,20.08166871935144,108,91,0.186813186,0.289719626,0.296703296,0.586422922,0.2661316188696389,55.68634003389721,"Bouchard, Sean",1
43,Alex Bregman,HOU,71.22733050847458,6.894915254237288,16.16689113271381,634,581,0.259896729,0.315457413,0.452667814,0.768125227,0.3307042115295856,117.95994545268115,"Bregman, Alex",1
44,Jonah Bride,MIA,67.640625,7.116249999999999,15.220444678896229,272,232,0.275862068,0.356617647,0.461206896,0.817824543,0.3511037305272373,123.36142367012692,"Bride, Jonah",1
45,Vidal Brujan-R,MIA,63.56410256410256,6.730769230769231,14.225775113825762,71,61,0.196721311,0.309859154,0.295081967,0.604941121,0.2720566664423261,70.15733116913663,"Bruján, Vidal",2
46,Kris Bryant,COL,69.46266666666666,7.704,17.388061313067627,155,133,0.218045112,0.322580645,0.300751879,0.623332524,0.2870278969887764,69.7509675674735,"Bryant, Kris",4
47,Jake Burger,MIA,74.75350140056022,7.2974789915966385,11.127340165344846,579,535,0.250467289,0.300518134,0.459813084,0.760331218,0.3254176387547207,106.07292322454538,"Burger, Jake",3
48,Byron Buxton,MIN,74.29110169491526,7.894491525423728,17.945291909823595,388,355,0.278873239,0.335051546,0.523943661,0.858995207,0.3656734152665742,141.68875739788675,"Buxton, Byron",3
49,Javier Baez,DET,74.68722222222223,8.45,11.126310805606916,289,272,0.183823529,0.221453287,0.294117647,0.515570934,0.2242589756432506,42.72978199176055,"Báez, Javier",3
50,Jose Caballero,TBR,67.64909090909092,6.807272727272728,15.6722650206882,483,441,0.226757369,0.283333333,0.346938775,0.630272108,0.2771088707422164,82.76486924839071,"Caballero, José",2
51,Oswaldo Cabrera-R,NYY,69.24418604651163,7.397674418604652,7.069777202350169,68,64,0.171875,0.220588235,0.21875,0.439338235,0.1996109853772556,24.194811598454752,"Cabrera, Oswaldo",2
52,Alex Call,WSN,68.07368421052632,6.9644736842105255,12.731729091801624,113,99,0.343434343,0.424778761,0.525252525,0.950031286,0.4119153708483266,167.27761585222754,"Call, Alex",1
53,Daz Cameron,OAK,71.40862068965517,6.475862068965518,6.655529603030997,186,170,0.2,0.258064516,0.329411764,0.58747628,0.2584324296443693,69.54753685285596,"Cameron, Daz",2
54,Junior Caminero,TBR,77.23467741935484,8.24274193548387,7.234220768059042,177,165,0.248484848,0.299435028,0.424242424,0.723677452,0.3093870064190456,105.46996905675994,"Caminero, Junior",4
55,Luis Campusano,SDP,69.16597938144331,7.529381443298969,5.356230720940908,299,277,0.227436823,0.280936454,0.36101083,0.641947284,0.2817369394477793,82.97164715331901,"Campusano, Luis",2
56,Jeimer Candelario-R,CIN,68.09302325581395,7.419767441860466,14.349321705655523,147,130,0.215384615,0.306122448,0.346153846,0.652276294,0.2923938141388147,79.99313021842912,"Candelario, Jeimer",3
57,Mark Canha,SFG,67.87581227436823,7.229963898916968,12.98675054833405,462,393,0.241730279,0.344155844,0.346055979,0.690211823,0.309831370478091,102.34740039034824,"Canha, Mark",1
58,Victor Caratini-R,HOU,71.03658536585365,6.931707317073171,12.713312198518215,64,57,0.333333333,0.390625,0.421052631,0.811677631,0.356260297819972,135.93661844718298,"Caratini, Victor",2
59,Dylan Carlson-R,TBR,68.98142857142857,7.071428571428571,26.01240556143104,116,99,0.212121212,0.310344827,0.292929292,0.603274119,0.2756693722872898,78.74441127833057,"Carlson, Dylan",4
60,Curt Casali,SFG,66.68375,7.172499999999999,10.960963053524154,125,108,0.194444444,0.292682926,0.25,0.542682926,0.2536676017249503,62.369261655673824,"Casali, Curt",1
61,Nick Castellanos,PHI,71.74570135746606,7.401357466063349,16.125116501948273,659,606,0.254125412,0.311077389,0.430693069,0.741770458,0.32075803446806,104.96917554016036,"Castellanos, Nick",3
62,Willi Castro-R,MIN,69.96285714285715,6.887619047619048,8.420026816216412,164,154,0.24025974,0.286585365,0.383116883,0.669702248,0.292117970018852,89.9483550859453,"Castro, Willi",2
63,Andres Chaparro,WSN,72.38437499999999,6.978125,13.101268119487289,132,121,0.214876033,0.28030303,0.41322314,0.69352617,0.301315063328454,92.8360276661774,"Chaparro, Andrés",3
64,Matt Chapman,SFG,76.14823848238483,7.392682926829268,11.172440242567577,647,575,0.246956521,0.327666151,0.462608695,0.790274846,0.3401357669452702,120.56826390869956,"Chapman, Matt",4
65,Jackson Chourio,MIL,72.57195767195768,7.319047619047619,10.626886728740931,573,528,0.274621212,0.326923076,0.464015151,0.790938227,0.3385496990571559,117.16160785662412,"Chourio, Jackson",2
66,Jonatan Clase-R,TOR,72.7,6.878571428571428,17.812437993782194,28,25,0.2,0.285714285,0.24,0.525714285,0.2468144191162926,62.52657174333898,"Clase, Jonatan",4
67,Ernie Clement-R,TOR,66.23150684931507,6.805205479452055,14.564237630495024,451,433,0.263279445,0.285077951,0.408775981,0.693853932,0.2980663945366229,94.80467517978934,"Clement, Ernie",3
68,William Contreras,MIL,74.15234899328858,7.248098434004475,11.893780950009106,679,595,0.280672268,0.365243004,0.465546218,0.830789222,0.3587271837346278,130.742438133437,"Contreras, William",4
69,Willson Contreras,STL,75.89732620320855,7.789304812834224,13.378085880157446,358,301,0.262458471,0.379888268,0.468438538,0.848326806,0.3701828075258919,140.29278734957884,"Contreras, Willson",4
70,Billy Cook,PIT,72.33793103448276,7.568965517241379,20.73284409134968,49,49,0.224489795,0.224489795,0.448979591,0.673469386,0.2846528534986535,78.67068112869934,"Cook, Billy",3
71,Garrett Cooper,BOS,72.78,7.601538461538462,16.147365349103296,116,107,0.205607476,0.267241379,0.29906542,0.566306799,0.2534630134187896,57.694447110896135,"Cooper, Garrett",2
72,Carlos Correa,MIN,74.41398305084746,7.139830508474576,10.362869990903874,367,319,0.310344827,0.387978142,0.517241379,0.905219521,0.3853048369370771,155.4979003072439,"Correa, Carlos",4
73,Dylan Crews,WSN,72.19893617021276,7.274468085106382,17.070146331948507,132,119,0.218487394,0.287878787,0.352941176,0.640819963,0.2825809396577604,80.22667828376517,"Crews, Dylan",4
74,Bobby Dalbec,BOS,71.52631578947368,7.086842105263158,27.581568081675023,93,83,0.13253012,0.217391304,0.192771084,0.410162388,0.1939720310594724,14.439004437012516,"Dalbec, Bobby",4
75,Henry Davis,PIT,72.20652173913044,7.256521739130435,24.263843796387736,122,104,0.144230769,0.241666666,0.211538461,0.453205127,0.213028284907341,30.462436878384167,"Davis, Henry",4
76,J.D. Davis,NYY,71.78965517241379,7.393103448275863,10.708626074902028,157,142,0.218309859,0.29299363,0.338028169,0.631021799,0.2821557669882562,85.67779743002278,"Davis, J.D.",4
77,Bryan De La Cruz,PIT,71.69693094629156,7.644501278772378,15.68550625299172,622,584,0.232876712,0.2705314,0.383561643,0.654093043,0.2826019140020493,77.31262602451719,"De La Cruz, Bryan",3
78,Elly De La Cruz-R,CIN,71.38468468468469,7.016216216216216,12.937737934562634,217,192,0.223958333,0.306976744,0.354166666,0.66114341,0.2953691285710002,81.99572077763682,"De La Cruz, Elly",2
79,Luis De Los Santos,TOR,72.84444444444445,7.522222222222222,5.666335040947246,31,29,0.172413793,0.225806451,0.24137931,0.467185761,0.210718899003921,33.362663040756566,"De Los Santos, Luis",2
80,Paul DeJong,KCR,72.28566433566434,6.8895104895104895,20.46107554831483,482,445,0.226966292,0.275933609,0.426966292,0.702899901,0.3023871950094136,95.00773613826532,"DeJong, Paul",3
81,Jonny DeLuca,TBR,70.61516393442622,7.531967213114754,9.110347463803503,362,332,0.216867469,0.277777777,0.331325301,0.609103078,0.268877332755118,76.9746373265509,"DeLuca, Jonny",3
82,Zach Dezenzo,HOU,76.2948717948718,7.374358974358975,15.563021717037207,65,62,0.241935483,0.276923076,0.370967741,0.647890817,0.2826819144762479,84.18008101007965,"Dezenzo, Zach",4
83,Yainer Diaz,HOU,72.56857142857142,7.463076923076922,13.974164243902308,619,585,0.299145299,0.324717285,0.441025641,0.765742926,0.3288189165028939,116.63379043004196,"Diaz, Yainer",3
84,Dillon Dingler,DET,71.48703703703704,7.607407407407408,11.455362118604906,87,84,0.166666666,0.195402298,0.309523809,0.504926107,0.2167737271593905,37.46450534697307,"Dingler, Dillon",3
85,Brenton Doyle,COL,70.83899721448468,7.332311977715878,13.385569078263137,603,542,0.260147601,0.317195325,0.446494464,0.763689789,0.3279812993811923,97.31541457559824,"Doyle, Brenton",4
86,Brandon Drury,LAA,72.35066079295153,7.403964757709251,9.791371474403794,360,325,0.169230769,0.241666666,0.227692307,0.469358973,0.2166175782680511,34.39195647206862,"Drury, Brandon",4
87,Mauricio Dubon,HOU,68.7440119760479,7.624251497005988,12.221728440782258,428,402,0.268656716,0.296470588,0.360696517,0.657167105,0.2863087520879858,86.73127265224035,"Dubón, Mauricio",3
88,Blake Dunn,CIN,71.9,6.576923076923077,20.209076918926524,29,26,0.153846153,0.24137931,0.307692307,0.549071617,0.247101107548023,49.50803404220473,"Dunn, Blake",2
89,Ezequiel Duran,TEX,72.36683673469388,7.173979591836734,8.270689000563731,285,268,0.246268656,0.287719298,0.320895522,0.60861482,0.2697716206835027,73.5709373189841,"Duran, Ezequiel",3
90,Adam Duvall,ATL,72.2404255319149,7.468085106382978,22.32835542774709,330,303,0.181518151,0.245454545,0.323432343,0.568886888,0.2519425843701218,58.04828449775619,"Duvall, Adam",4
91,Aledmys Diaz,HOU,69.18260869565218,7.269565217391304,-13.321955991091674,34,33,0.09090909,0.117647058,0.09090909,0.208556148,0.0980665543500114,-41.8171992639642,"Díaz, Aledmys",3
92,Elias Diaz,SDP,73.29270386266094,6.857510729613733,10.016800258864397,351,325,0.264615384,0.313390313,0.381538461,0.694928774,0.3025053097388805,81.31288428230079,"Díaz, Elias",3
93,Yandy Diaz,TBR,73.1834090909091,7.588863636363636,8.66491645859379,621,563,0.280639431,0.341384863,0.413854351,0.755239214,0.3305333292234731,120.34472436052371,"Díaz, Yandy",4
94,Tommy Edman-R,LAD,73.06041666666667,7.147916666666667,9.810534916936456,36,34,0.411764705,0.416666666,0.882352941,1.299019607,0.5321763985686832,249.5561534213005,"Edman, Tommy",4
95,Xavier Edwards-R,MIA,63.99666666666667,6.364999999999999,6.810966018414285,94,80,0.3,0.387096774,0.375,0.762096774,0.3397042059129284,115.68876221118256,"Edwards, Xavier",2
96,Jerar Encarnacion,SFG,77.1975,7.88125,11.148563911611234,119,113,0.24778761,0.277310924,0.424778761,0.702089685,0.301149013162661,94.32750622116366,"Encarnacion, Jerar",4
97,Christian Encarnacion-Strand,CIN,71.26875,7.1921875,23.15600158112561,123,116,0.189655172,0.219512195,0.293103448,0.512615643,0.223142795931033,33.3824480739688,"Encarnacion-Strand, Christian",3
98,Santiago Espinal,CIN,66.45359712230216,7.334172661870504,12.021568084503144,391,357,0.246498599,0.294573643,0.355742296,0.650315939,0.2846239941107794,74.76350874831883,"Espinal, Santiago",2
99,Thairo Estrada,SFG,71.21749049429658,7.070722433460076,13.267359382572655,381,364,0.217032967,0.24671916,0.343406593,0.590125753,0.2563410574995626,64.16868064708623,"Estrada, Thairo",2
100,Stuart Fairchild,CIN,69.78461538461538,7.113846153846153,13.975077188252634,233,209,0.215311004,0.285714285,0.368421052,0.654135337,0.2883032849340727,77.2399236736128,"Fairchild, Stuart",4
101,Kyle Farmer,MIN,66.95629139072848,6.754966887417218,13.46266320826389,242,215,0.213953488,0.293388429,0.353488372,0.646876801,0.2849687038615531,84.91941527097971,"Farmer, Kyle",2
102,Freddy Fermin,KCR,69.472265625,7.201171875,9.157559260240705,368,339,0.27138643,0.318801089,0.36578171,0.684582799,0.3003943813303129,90.6255634606581,"Fermin, Freddy",2
103,Jose Fermin,STL,62.86666666666667,6.940740740740741,9.425889016782266,79,71,0.154929577,0.240506329,0.197183098,0.437689427,0.2066311089298393,30.211283355308865,"Fermín, José",1
104,Tyler Fitzgerald,SFG,69.13930348258707,7.071144278606965,18.86957295425116,341,314,0.280254777,0.33431085,0.496815286,0.831126136,0.3567421114689443,131.74547207410086,"Fitzgerald, Tyler",2
105,Wilmer Flores,SFG,65.60519480519481,6.814935064935065,19.81022838420535,242,214,0.205607476,0.276859504,0.317757009,0.594616513,0.2622147625412683,68.12208676001606,"Flores, Wilmer",2
106,Nick Fortes,MIA,69.65182186234817,6.989878542510121,7.923107544430127,335,308,0.227272727,0.259146341,0.318181818,0.577328159,0.2524887932146468,56.98681118455151,"Fortes, Nick",2
107,Justin Foscue,TEX,70.77272727272727,7.054545454545454,18.38373409672345,44,42,0.047619047,0.09090909,0.071428571,0.162337661,0.0798731432719664,-60.00752973546265,"Foscue, Justin",2
108,Ty France,CIN,71.31976744186046,7.556976744186046,15.938210104588489,535,479,0.233820459,0.304672897,0.365344467,0.670017364,0.2961297543249397,92.66403211301484,"France, Ty",4
109,Tyler Freeman,CLE,71.472265625,7.071484375,11.460504846383657,383,330,0.209090909,0.305263157,0.321212121,0.626475278,0.2829287937574462,84.05188492446241,"Freeman, Tyler",2
110,David Fry,CLE,70.55494071146245,7.730434782608696,11.024132943241716,392,335,0.262686567,0.356410256,0.447761194,0.80417145,0.3472209288666285,129.27628571273445,"Fry, David",4
111,Maikel Garcia,KCR,70.53777292576419,7.1871179039301305,6.914166150080759,626,575,0.231304347,0.281350482,0.332173913,0.613524395,0.270082251818617,69.30339253796373,"Garcia, Maikel",1
112,Adolis Garcia,TEX,72.17292225201072,7.815549597855227,13.359956233213564,637,580,0.224137931,0.284144427,0.4,0.684144427,0.2958071366069824,91.88485090815524,"García, Adolis",3
113,Avisail Garcia,MIA,68.01923076923077,6.776923076923077,13.676684410258666,51,50,0.24,0.25490196,0.38,0.63490196,0.2740822633107503,71.5206967084512,"García, Avisaíl",3
114,Mitch Garver,SEA,71.23274336283185,7.167256637168141,18.505679675543064,430,367,0.171662125,0.286046511,0.340599455,0.626645966,0.2813210588555003,88.05710772725122,"Garver, Mitch",1
115,Zack Gelof,OAK,71.32736486486488,7.212162162162163,18.757603063890656,547,497,0.211267605,0.270220588,0.362173038,0.632393626,0.2764205327805351,82.200735945859,"Gelof, Zack",4
116,Paul Goldschmidt,STL,72.602457002457,7.736363636363636,15.843902888656627,654,599,0.245409015,0.301538461,0.414023372,0.715561833,0.3098225554934254,99.66620026889004,"Goldschmidt, Paul",4
117,Yan Gomes,CHC,68.83829787234043,7.546808510638297,21.55630732713093,96,91,0.153846153,0.178947368,0.241758241,0.420705609,0.1844597371000992,16.366165810684834,"Gomes, Yan",3
118,Nick Gonzales,PIT,70.84859154929578,7.298591549295775,9.789944373316596,387,359,0.270194986,0.310880829,0.39832869,0.709209519,0.3070752961294992,93.7625219913555,"Gonzales, Nick",3
119,Romy Gonzalez,BOS,72.88581560283687,6.8609929078014185,12.660714580116249,216,199,0.266331658,0.305555555,0.417085427,0.722640982,0.3109415844082832,96.71777697565048,"Gonzalez, Romy",3
120,Hunter Goodman,COL,74.1413043478261,7.060144927536231,17.61007155030822,224,211,0.189573459,0.227678571,0.417061611,0.644740182,0.2744614915656192,61.29291533898824,"Goodman, Hunter",3
121,Yasmani Grandal-R,PIT,71.715,7.3,19.05071715334303,60,55,0.236363636,0.288135593,0.29090909,0.579044683,0.2599486173209497,62.04303680084692,"Grandal, Yasmani",1
122,Randal Grichuk,ARI,73.28507462686566,7.503482587064677,10.478686750854996,279,254,0.291338582,0.34767025,0.527559055,0.875229305,0.373031150269252,139.10735379046423,"Grichuk, Randal",4
123,Vaughn Grissom,BOS,68.58205128205128,7.128205128205129,11.213651279698215,114,105,0.19047619,0.245614035,0.219047619,0.464661654,0.2131274347765404,27.913306596844063,"Grissom, Vaughn",2
124,Robbie Grossman-R,KCR,65.15972222222223,6.280555555555555,7.843903730508034,126,107,0.242990654,0.349206349,0.373831775,0.723038124,0.322985791970813,110.2026973759247,"Grossman, Robbie",1
125,Vladimir Guerrero Jr.,TOR,75.57873684210527,7.678526315789474,9.988587157899648,697,616,0.323051948,0.395982783,0.543831168,0.939813951,0.3978902227687139,165.02279452706466,"Guerrero Jr., Vladimir",4
126,Lourdes Gurriel Jr.,ARI,70.42815789473684,7.416315789473684,9.462524346736664,553,513,0.278752436,0.32188065,0.434697855,0.756578505,0.3267033058016196,107.92553886841074,"Gurriel Jr., Lourdes",2
127,Yuli Gurriel,KCR,73.81803278688524,7.859016393442623,9.20028264527948,65,54,0.24074074,0.338461538,0.296296296,0.634757834,0.288963415989509,82.58478900058682,"Gurriel Jr., Yuli",4
128,Eric Haase,MIL,70.4,7.12972972972973,20.08790684608214,69,66,0.272727272,0.304347826,0.515151515,0.819499341,0.3500061199284981,124.8725643965713,"Haase, Eric",2
129,Garrett Hampson,KCR,67.93576158940397,6.831788079470198,9.566536250917286,231,213,0.230046948,0.27510917,0.300469483,0.575578653,0.2550454709727691,58.72621381488669,"Hampson, Garrett",2
130,Mitch Haniger,SEA,73.36309012875536,6.929613733905579,18.51801396011272,423,380,0.207894736,0.286052009,0.334210526,0.620262535,0.276946545633582,84.97998579210847,"Haniger, Mitch",1
131,Ian Happ-R,CHC,72.09494949494949,7.016161616161616,6.846047831455572,161,147,0.238095238,0.304347826,0.414965986,0.719313812,0.3143404185401727,103.78476724041666,"Happ, Ian",1
132,Brett Harris,OAK,69.76363636363637,7.0168831168831165,8.393115885194868,123,103,0.145631067,0.276422764,0.262135922,0.538558686,0.2520583286518004,65.06386404492507,"Harris, Brett",1
133,Ke'Bryan Hayes,PIT,72.280608365019,6.815589353612167,4.4152019106016125,396,365,0.232876712,0.282828282,0.290410958,0.57323924,0.2557298092902461,59.203489813138845,"Hayes, Ke'Bryan",2
134,Austin Hays,PHI,72.58658536585367,6.970731707317073,16.444304184240423,255,235,0.255319148,0.303149606,0.39574468,0.698894286,0.3032646808228474,97.8339146172196,"Hays, Austin",3
135,Austin Hedges,CLE,67.39512195121951,7.11829268292683,22.107921297617388,146,132,0.151515151,0.202797202,0.219696969,0.422494171,0.1914935778904628,19.734486824238942,"Hedges, Austin",3
136,Jonah Heim-R,TEX,71.68395061728394,7.476543209876543,12.787720951942172,117,108,0.24074074,0.29059829,0.388888888,0.679487178,0.2954084949615674,91.60443823384404,"Heim, Jonah",3
137,David Hensley,MIA,69.12352941176471,6.623529411764705,3.748337860198884,58,52,0.211538461,0.293103448,0.288461538,0.581564986,0.2650730681830439,65.45689084187177,"Hensley, David",1
138,Darell Hernaiz,OAK,69.2264367816092,7.0183908045977015,2.7801078056487016,135,120,0.191666666,0.261194029,0.241666666,0.502860695,0.2303439027337885,49.789493409454366,"Hernaiz, Darell",2
139,Enrique Hernandez,LAD,71.28466666666667,7.301000000000001,13.894874529903747,393,362,0.229281767,0.280612244,0.372928176,0.65354042,0.2851201274565288,83.2703482068112,"Hernández, Enrique",4
140,Teoscar Hernandez,LAD,72.95676328502415,7.694685990338164,16.474246789520336,652,589,0.271646859,0.339477726,0.500848896,0.840326622,0.359840165041847,133.5620552725716,"Hernández, Teoscar",4
141,Ivan Herrera,STL,72.9748502994012,7.323353293413174,11.080142695284191,259,229,0.301310043,0.372093023,0.427947598,0.800040621,0.3508806801581567,127.30113254459152,"Herrera, Iván",4
142,Jose Herrera-R,ARI,66.83333333333333,6.9625,7.641715653744363,38,33,0.212121212,0.25,0.272727272,0.522727272,0.2304363134834501,43.13125430666848,"Herrera, Jose",1
143,Kyle Higashioka,SDP,71.34782608695652,7.141304347826087,21.89262632597448,263,246,0.219512195,0.263358778,0.475609756,0.738968534,0.3138900660831509,104.61290535193828,"Higashioka, Kyle",4
144,Derek Hill,MIA,69.186,7.03,16.28606926631436,172,162,0.24074074,0.270588235,0.419753086,0.690341321,0.296208201787051,88.3852054323093,"Hill, Derek",3
