,Name_FG,Tm,mean_batspeed,mean_swinglength,attack_angle,PA,AB,AVG,OBP,SLG,OPS,wOBA,wRC+,Name_SC,batter_cluster
540,Geraldo Perdomo-L,ARI,65.00747126436781,6.609195402298851,19.451604918302284,268,230,0.252173913,0.332075471,0.378260869,0.71033634,0.3125564642672269,98.4037448042545,"Perdomo, Geraldo",7
541,Blake Perkins-L,MIL,66.3525974025974,6.92077922077922,15.26297629714061,276,242,0.223140495,0.307971014,0.318181818,0.626152832,0.2802786473794417,77.94119582132272,"Perkins, Blake",8
542,Jorge Polanco-L,SEA,69.88757396449704,7.13076923076923,25.719993400985665,339,293,0.197952218,0.300884955,0.344709897,0.645594852,0.2861362457984969,91.44420855709178,"Polanco, Jorge",6
543,Jurickson Profar-L,SDP,71.11979166666667,7.233680555555556,11.454076522640507,493,414,0.272946859,0.378323108,0.444444444,0.822767552,0.3613071584554969,136.5278587776134,"Profar, Jurickson",6
544,Wenceel Perez-L,DET,69.41834061135371,6.773362445414847,16.03843758287076,329,303,0.250825082,0.302752293,0.405940594,0.708692887,0.307613977780765,101.363392743254,"Pérez, Wenceel",8
545,Cal Raleigh-L,SEA,74.57448559670782,7.645679012345679,27.91536900089045,456,392,0.234693877,0.335526315,0.433673469,0.769199784,0.333989162581909,125.10492745880045,"Raleigh, Cal",5
546,Luke Raley,SEA,73.9283464566929,7.029921259842519,20.33846272099755,455,404,0.242574257,0.3200883,0.462871287,0.782959587,0.3390953546065105,128.6967272058503,"Raley, Luke",5
547,Jose Ramirez-L,CLE,70.2248062015504,7.072609819121447,14.890707610838778,502,456,0.254385964,0.315369261,0.480263157,0.795632418,0.3360093795818838,121.38985298733658,"Ramírez, José",5
548,Luis Rengifo-L,LAA,68.345197740113,6.945197740112994,11.320566737334218,246,229,0.288209606,0.334693877,0.397379912,0.732073789,0.3218031221506547,108.38161610307762,"Rengifo, Luis",5
549,Bryan Reynolds-L,PIT,70.75048859934854,6.603908794788274,17.947321123818877,489,434,0.278801843,0.35582822,0.465437788,0.821266008,0.3554136699230029,126.29756096376347,"Reynolds, Bryan",5
550,Ben Rice,NYY,71.65142857142857,7.311428571428572,16.051380981271237,178,152,0.171052631,0.264044943,0.34868421,0.612729153,0.2687584282307143,72.83453500752114,"Rice, Ben",6
551,Leo Rivas-L,SEA,61.725,6.615625,24.201285495660088,54,45,0.266666666,0.365384615,0.333333333,0.698717948,0.3176237998100427,113.59319707710648,"Rivas, Leo",7
552,Anthony Rizzo,NYY,68.1594262295082,6.675819672131148,14.11703978338778,375,337,0.228486646,0.301333333,0.335311572,0.636644905,0.2847893614768982,84.11102083124227,"Rizzo, Anthony",8
553,Brayan Rocchio-L,CLE,68.67407407407407,7.101851851851852,6.632390714510121,317,275,0.21090909,0.303797468,0.298181818,0.601979286,0.2729138171862042,77.0071458817499,"Rocchio, Brayan",8
554,Josh Rojas,SEA,66.27206896551725,7.212758620689654,16.850542317426573,476,422,0.225118483,0.304439746,0.33649289,0.640932636,0.2855414129414801,91.02579097798856,"Rojas, Josh",7
555,Drew Romo-L,COL,67.81428571428572,6.919047619047619,35.95578572137156,35,34,0.176470588,0.2,0.264705882,0.464705882,0.2027886084147862,13.052152078338777,"Romo, Drew",5
556,Ben Rortvedt,TBR,69.52287234042552,6.933510638297872,11.619827841406682,328,290,0.227586206,0.31707317,0.303448275,0.620521445,0.283089577061374,86.97182020926962,"Rortvedt, Ben",8
557,Eddie Rosario,ATL,70.33088235294117,7.146568627450981,13.000574697893356,319,297,0.175084175,0.214511041,0.316498316,0.531009357,0.2303686988090491,44.631762656159424,"Rosario, Eddie",5
558,Keibert Ruiz-L,WSN,66.83068592057761,6.923465703971119,16.107283893442293,353,333,0.231231231,0.26345609,0.372372372,0.635828462,0.275091392798059,75.18569986759003,"Ruiz, Keibert",5
559,Adley Rutschman-L,BAL,68.68745980707395,6.816077170418007,18.73827767458241,456,407,0.218673218,0.289473684,0.341523341,0.630997025,0.2774306193059762,81.56530713610012,"Rutschman, Adley",8
560,Blake Sabol,SFG,71.36086956521739,7.065217391304348,14.608594497943775,38,32,0.3125,0.421052631,0.375,0.796052631,0.3524133208635691,128.83189927475678,"Sabol, Blake",5
561,Cesar Salazar,HOU,68.1047619047619,6.914285714285714,25.368974432943283,32,25,0.32,0.387096774,0.4,0.787096774,0.3425097427060527,126.26419717081608,"Salazar, César",5
562,Carlos Santana-L,MIN,70.90937500000001,7.453472222222222,18.51967376360894,431,374,0.219251336,0.317865429,0.35828877,0.676154199,0.3013895841531975,96.47019780984584,"Santana, Carlos",6
563,Anthony Santander-L,BAL,72.51823529411764,6.994117647058824,16.718717593545744,485,435,0.239080459,0.30927835,0.512643678,0.821922028,0.3485624413352367,131.60088338175316,"Santander, Anthony",5
564,Nolan Schanuel,LAA,64.53089430894309,6.512466124661247,15.228808949306718,607,519,0.250481695,0.343283582,0.362235067,0.705518649,0.3154721189889544,103.92825918950916,"Schanuel, Nolan",7
565,Daniel Schneemann,CLE,71.13230769230769,6.930769230769231,13.52965687611175,221,193,0.21761658,0.30316742,0.367875647,0.671043067,0.2952188630988695,92.69697068290378,"Schneemann, Daniel",6
566,Kyle Schwarber,PHI,77.61772853185596,7.604986149584488,17.65772878455505,692,573,0.247818499,0.365606936,0.485165794,0.85077273,0.3658075707769671,135.29060144829,"Schwarber, Kyle",6
567,Victor Scott II,STL,65.26206896551724,6.2540229885057474,8.567254728988258,155,145,0.179310344,0.219354838,0.28275862,0.502113458,0.2205810742993508,39.60056626539706,"Scott II, Victor",8
568,Corey Seager,TEX,72.21880597014925,6.590447761194031,14.823553380908155,533,475,0.277894736,0.35272045,0.511578947,0.864299397,0.364663478286787,140.31980780690262,"Seager, Corey",5
569,Gavin Sheets,CHW,72.55014836795253,7.347477744807121,9.518992401802018,501,451,0.232815964,0.303393213,0.356984478,0.660377691,0.29067656069337,87.74727822529458,"Sheets, Gavin",6
570,Austin Shenton,TBR,67.83333333333333,7.24074074074074,25.5754145921157,50,42,0.214285714,0.34,0.404761904,0.744761904,0.3296003949642181,119.68847935049244,"Shenton, Austin",7
571,Braden Shewmake,CHW,69.22631578947369,7.005263157894737,10.85475577469646,67,64,0.125,0.134328358,0.203125,0.337453358,0.1441222037842024,-15.342049308658591,"Shewmake, Braden",5
572,Michael Siani,STL,67.56822916666667,7.0703125,9.724371129130803,334,298,0.228187919,0.284829721,0.285234899,0.57006462,0.2568111233297885,63.985872693226376,"Siani, Michael",8
573,Jon Singleton,HOU,71.33865546218487,6.74327731092437,15.664942589017429,405,355,0.233802816,0.320987654,0.385915492,0.706903146,0.3118706068874877,104.7120033338566,"Singleton, Jon",7
574,Dominic Smith,CIN,68.74093264248705,6.851295336787564,16.27989801132138,307,275,0.232727272,0.312703583,0.378181818,0.690885401,0.3055814190097274,92.72428989558924,"Smith, Dominic",8
575,Josh Smith,TEX,68.87270408163265,6.53469387755102,17.73400597481652,592,523,0.258126195,0.337288135,0.393881453,0.731169588,0.3227134973367325,110.81133451815832,"Smith, Josh",8
576,Pavin Smith,ARI,72.06893203883496,7.273786407766991,15.253244334659104,158,137,0.270072992,0.348101265,0.547445255,0.89554652,0.3774610286272025,142.0889655764676,"Smith, Pavin",7
577,Tyler Soderstrom,OAK,73.92307692307692,7.266153846153847,11.271869124384876,213,189,0.232804232,0.31455399,0.428571428,0.743125418,0.3221122113601217,114.3411957589133,"Soderstrom, Tyler",6
578,Nick Sogard-L,BOS,64.18205128205128,6.635897435897436,19.836270594615776,67,61,0.278688524,0.328358208,0.327868852,0.65622706,0.2918349548951903,83.27778358694545,"Sogard, Nick",8
579,Juan Soto,NYY,75.09413043478261,7.254565217391304,16.324676820344198,713,576,0.288194444,0.419354838,0.569444444,0.988799282,0.4205848819428188,179.6323630976572,"Soto, Juan",7
580,Cal Stevenson,PHI,64.425,6.925,23.537243782583584,27,24,0.25,0.333333333,0.375,0.708333333,0.3139208422766791,100.36727653216523,"Stevenson, Cal",7
581,DJ Stewart,NYM,71.28118811881188,7.130693069306931,17.02013656517225,194,158,0.177215189,0.324742268,0.297468354,0.622210622,0.2900111546221467,88.37760079904845,"Stewart, DJ",7
582,Bryson Stott,PHI,68.29671717171718,7.082323232323232,9.995186878438677,571,506,0.245059288,0.315236427,0.355731225,0.670967652,0.2959171467705777,88.24955537256146,"Stott, Bryson",8
583,Kyle Stowers,MIA,74.04051724137932,6.874137931034483,17.146298484370305,209,192,0.208333333,0.267942583,0.333333333,0.601275916,0.2651095184983248,67.16459603469139,"Stowers, Kyle",5
584,Garrett Stubbs,PHI,65.11792452830188,6.766037735849057,17.83320430306683,187,164,0.207317073,0.295698924,0.262195121,0.557894045,0.2577483541862939,62.55934163958891,"Stubbs, Garrett",8
585,Jack Suwinski,PIT,72.53071428571428,7.067142857142857,14.311111807239843,277,247,0.182186234,0.264492753,0.323886639,0.588379392,0.259556310020224,61.77898709630373,"Suwinski, Jack",6
586,Trey Sweeney,DET,73.95813953488371,7.49767441860465,12.350904671032922,119,110,0.218181818,0.268907563,0.372727272,0.641634835,0.2793314522054015,81.46888667726842,"Sweeney, Trey",5
587,Jesus Sanchez,MIA,74.64412698412698,7.057777777777777,15.903331392883464,537,489,0.251533742,0.313432835,0.417177914,0.730610749,0.3169589393147815,100.37963869019286,"Sánchez, Jesús",5
588,Mike Tauchman,CHC,69.31198156682028,7.021198156682027,13.397250964780646,350,298,0.248322147,0.357142857,0.365771812,0.722914669,0.3253509421007974,111.19560432570732,"Tauchman, Mike",6
589,Leody Taveras-L,TEX,71.24270462633453,7.3270462633451965,11.699300373117014,427,390,0.238461538,0.29342723,0.376923076,0.670350306,0.29252067306232,89.57308533578077,"Taveras, Leody",6
590,Rowdy Tellez,PIT,74.18274647887324,7.891197183098591,9.157501185750784,421,383,0.242819843,0.29928741,0.391644908,0.690932318,0.3009369958041683,89.63102511555812,"Tellez, Rowdy",6
591,Jose Tena,WSN,70.8913043478261,6.6573913043478266,8.699509518263186,168,161,0.267080745,0.297619047,0.354037267,0.651656314,0.2863384158838363,82.99309029541978,"Tena, José",8
592,Matt Thaiss,LAA,72.00430107526881,7.750537634408602,16.13881453459848,186,157,0.203821656,0.322580645,0.299363057,0.621943702,0.2860259282332594,83.21520727169745,"Thaiss, Matt",6
593,Alek Thomas,ARI,69.19999999999999,6.753731343283582,13.587871764696697,103,95,0.189473684,0.245098039,0.357894736,0.602992775,0.2624537594178143,64.68119009312016,"Thomas, Alek",8
594,Michael Toglia-L,COL,72.90125786163522,7.435849056603773,21.84923823573757,312,272,0.209558823,0.302250803,0.433823529,0.736074332,0.316596417751127,89.65260884877,"Toglia, Michael",6
595,Abraham Toro-L,OAK,69.01752577319587,7.516494845360825,11.780849222629271,281,260,0.226923076,0.284697508,0.33076923,0.615466738,0.2736590322226392,80.25824005899456,"Toro, Abraham",6
596,Cole Tucker-L,LAA,66.27222222222223,6.955555555555556,11.991129495618289,35,30,0.266666666,0.342857142,0.466666666,0.809523808,0.3431242176464625,123.37931008710775,"Tucker, Cole",8
597,Kyle Tucker,HOU,72.20339805825243,7.430582524271845,18.70158383103282,339,277,0.288808664,0.407738095,0.584837545,0.99257564,0.4188836233035938,179.98714446496393,"Tucker, Kyle",7
598,Brice Turang,MIL,66.178,6.1075,7.798592383746421,619,559,0.254025044,0.315960912,0.348837209,0.664798121,0.2942323857769491,87.33301823787872,"Turang, Brice",8
599,Enmanuel Valdez,BOS,69.68854961832062,7.398473282442748,17.552760514945152,223,201,0.213930348,0.27027027,0.363184079,0.633454349,0.2752658123368615,71.62271034193111,"Valdez, Enmanuel",6
600,Ildemaro Vargas-L,WSN,67.97131782945736,7.054263565891473,3.58667212048623,175,153,0.235294117,0.29239766,0.294117647,0.586515307,0.2621332745105899,66.46399803101441,"Vargas, Ildemaro",8
601,Daulton Varsho,TOR,72.11433333333333,7.495333333333333,18.0526889146202,513,459,0.213507625,0.29296875,0.407407407,0.700376157,0.304275134421608,99.17202960769652,"Varsho, Daulton",6
602,Alex Verdugo,NYY,67.5109375,6.248883928571429,13.380435754518274,621,559,0.232558139,0.290791599,0.355992844,0.646784443,0.2834208144509927,83.14835690521085,"Verdugo, Alex",8
603,Daniel Vogelbach,TOR,70.86888888888889,7.415555555555556,14.241841578088945,79,70,0.185714285,0.278481012,0.3,0.578481012,0.2619745987880079,69.41696899563584,"Vogelbach, Daniel",7
604,Jason Vosler,SEA,71.3111111111111,7.366666666666666,22.118002106465013,30,28,0.178571428,0.233333333,0.285714285,0.519047618,0.2289249241352081,51.20059654866439,"Vosler, Jason",5
605,LaMonte Wade Jr.,SFG,72.37675438596492,6.67280701754386,15.787657573986678,401,331,0.259818731,0.38,0.380664652,0.760664652,0.3374564818189114,118.76492136398214,"Wade Jr., LaMonte",7
606,Tyler Wade,SDP,63.680851063829785,6.481914893617021,13.69353324256818,156,138,0.217391304,0.284768211,0.239130434,0.523898645,0.2423201957285799,56.44147676430361,"Wade, Tyler",8
607,Will Wagner,TOR,69.46129032258065,6.424193548387097,8.451892307133626,86,82,0.304878048,0.337209302,0.451219512,0.788428814,0.3415291163810464,125.37724130632115,"Wagner, Will",8
608,Forrest Wall,MIA,59.275,5.779166666666666,20.13206236301949,35,32,0.25,0.314285714,0.25,0.564285714,0.2606022238731384,63.754320384848846,"Wall, Forrest",8
609,Matt Wallner,MIN,78.36465517241379,7.318965517241379,20.523302284080533,261,220,0.259090909,0.371647509,0.522727272,0.894374781,0.3852380258370176,155.45090401506812,"Wallner, Matt",6
610,Taylor Walls-L,TBR,66.99098360655738,7.077868852459017,14.932489766506896,196,165,0.181818181,0.295918367,0.242424242,0.538342609,0.2522932795845732,65.3090756524043,"Walls, Taylor",7
611,Jared Walsh,TEX,74.64,7.686666666666666,15.879770703332513,60,53,0.226415094,0.316666666,0.320754716,0.637421382,0.2886302471160888,86.83648027622472,"Walsh, Jared",6
612,Donovan Walton,SFG,66.59166666666667,6.441666666666666,23.96882422387675,25,22,0.136363636,0.24,0.272727272,0.512727272,0.2364594388008117,50.78698845442611,"Walton, Donovan",8
613,Austin Wells,NYY,72.25512367491166,7.320848056537103,16.140224926912882,414,354,0.228813559,0.322033898,0.395480225,0.717514123,0.3147913115076522,105.21500517266054,"Wells, Austin",6
614,Joey Wendle,NYM,65.67083333333333,6.366666666666667,4.3212712834512415,37,36,0.222222222,0.243243243,0.25,0.493243243,0.2193392386307587,40.81055704914968,"Wendle, Joey",8
615,Jesse Winker,NYM,69.0021875,7.242812499999999,17.82557443810174,508,430,0.253488372,0.359683794,0.404651162,0.764334956,0.3378350832869136,118.2795985550676,"Winker, Jesse",7
616,Brett Wisely,SFG,66.17076023391813,6.585380116959064,11.910555392284731,272,252,0.238095238,0.277777777,0.345238095,0.623015872,0.2723225388262007,74.9253130489164,"Wisely, Brett",8
617,James Wood,WSN,73.68763440860215,7.321505376344086,6.112626268660445,336,295,0.264406779,0.354166666,0.427118644,0.78128531,0.3420604182713067,120.2604444798946,"Wood, James",6
618,Mike Yastrzemski,SFG,70.80439189189188,7.546621621621623,17.996184357307246,474,428,0.231308411,0.302325581,0.436915887,0.739241468,0.3187883444509263,106.19998528639972,"Yastrzemski, Mike",6
619,Christian Yelich,MIL,73.0877659574468,7.379255319148936,12.9243826099549,315,270,0.314814814,0.405750798,0.503703703,0.909454501,0.3913804915643507,152.72035256134947,"Yelich, Christian",6
620,Masataka Yoshida,BOS,70.97287581699347,7.176470588235294,11.139458749855656,421,378,0.28042328,0.349168646,0.415343915,0.764512561,0.3364774368154747,114.68021704350345,"Yoshida, Masataka",6
