Name_FG,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,key_FG,key_MLB,Name_SC,year,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,out_zone_swing_miss,out_zone_swing,out_zone_percent,out_zone,meatball_swing_percent,meatball_percent,pitch_count_offspeed,pitch_count_fastball,pitch_count_breaking,pitch_count,iz_contact_percent,in_zone_swing_miss,in_zone_swing,in_zone_percent,in_zone,edge_percent,edge,whiff_percent,swing_percent,f_strike_percent
Nick Gordon,MIA,92,275,260,59,39,11,1,8,29,32,11,0,67,1,3,0,5,5,5,0.226923076,0.04,0.243636363,0.164179104,0.258181818,0.369230769,0.627412587,0.142307693,0.271276595,23.455399226543,-8.713570471707294,0.270811098055406,69.31897826582298,1.767857142,0.209183673,0.50510204,0.285714285,0.053571428,0.142857142,0.06060606,0.0,0.40816327,0.3877551,0.20408163,0.16836735,0.58163265,0.25,16337.0,624503.0,"Gordon, Nick",2024.0,78.6,23.1,42.4,47.3,52.7,105.0,222.0,51.9,523.0,89.7,6.7,143.0,565.0,240.0,1008.0,76.4,88.0,381.0,48.1,485.0,41.8,421.0,32.0,59.8,68.0
Pablo Reyes,2 Tms,22,64,60,11,9,2,0,0,5,5,3,0,19,1,0,0,1,1,2,0.183333333,0.046875,0.296875,0.157894736,0.234375,0.216666666,0.451041666,0.033333333,0.268292682,2.1587531852996085,-5.32784339902046,0.2067480133846402,23.425891311372155,1.1875,0.146341463,0.463414634,0.390243902,0.0625,0.0,0.0,0.0,0.46341463,0.26829268,0.26829268,0.14634146,0.65853659,0.19512195,16357.0,622569.0,"Reyes, Pablo",2024.0,58.2,19.2,23.7,21.4,75.0,6.0,28.0,46.8,118.0,80.0,9.9,34.0,137.0,47.0,252.0,79.5,15.0,78.0,53.2,134.0,43.7,110.0,19.8,42.1,65.6
Michael Conforto,SFG,130,488,438,104,54,27,3,20,56,66,42,1,118,5,3,0,16,0,1,0.237442922,0.086065573,0.241803278,0.355932203,0.309426229,0.449771689,0.759197918,0.212328767,0.277227722,63.5716728670338,6.48637391159328,0.3266934082982966,111.52063511736549,1.030534351,0.176470588,0.417956656,0.405572755,0.13740458,0.152671755,0.029629629,0.0,0.42105263,0.34365325,0.23529412,0.17647059,0.46130031,0.3622291,16376.0,624424.0,"Conforto, Michael",2024.0,65.4,18.0,24.5,44.2,55.8,107.0,242.0,50.3,988.0,73.0,8.3,352.0,1079.0,425.0,1965.0,82.0,115.0,638.0,49.7,975.0,42.5,835.0,25.2,44.8,59.6
Thairo Estrada,SFG,96,381,364,79,53,15,2,9,43,47,10,0,76,5,2,0,8,2,2,0.217032967,0.026246719,0.199475065,0.131578947,0.24671916,0.343406593,0.590125753,0.126373626,0.24911032,28.059125109667846,-16.50952018136256,0.2563410574995626,64.16868064708623,1.387755102,0.1875,0.472222222,0.340277777,0.153061224,0.091836734,0.139705882,0.5,0.46896552,0.31724138,0.2137931,0.20689655,0.51034483,0.28275862,16426.0,642731.0,"Estrada, Thairo",2024.0,67.5,9.9,34.9,41.6,58.4,94.0,226.0,49.5,648.0,78.6,7.9,134.0,681.0,379.0,1309.0,89.9,44.0,446.0,50.5,661.0,41.9,549.0,20.5,51.3,69.3
Ryan O'Hearn,BAL,141,494,443,117,78,21,3,15,60,59,46,2,69,2,3,0,7,3,1,0.264108352,0.093117408,0.139676113,0.666666666,0.334008097,0.426636568,0.760644665,0.162528216,0.281767955,65.6945276213647,7.907360236144173,0.3300667288826733,118.59062152936836,1.013245033,0.193633952,0.405835543,0.400530503,0.072847682,0.099337748,0.065359477,0.0,0.3872679,0.34482759,0.26790451,0.16180371,0.49867374,0.33952255,16442.0,656811.0,"O'Hearn, Ryan",2024.0,67.7,10.3,26.2,37.8,62.2,96.0,254.0,50.5,970.0,75.6,8.5,344.0,1023.0,462.0,1920.0,89.7,66.0,643.0,49.5,950.0,41.7,801.0,18.1,46.7,55.5
Luis Guillorme,3 Tms,65,187,161,33,23,9,1,0,14,10,23,0,36,0,2,1,7,4,2,0.204968944,0.122994652,0.192513368,0.638888888,0.301075268,0.273291925,0.574367193,0.068322981,0.259842519,14.853084361523692,-7.021815033286509,0.2634907326390666,66.81605489145376,2.09375,0.22047244,0.527559055,0.251968503,0.0625,0.0,0.014925373,0.0,0.2578125,0.3984375,0.34375,0.1640625,0.6484375,0.1875,16451.0,641645.0,"Guillorme, Luis",2024.0,60.4,13.9,23.9,31.6,67.4,30.0,95.0,49.6,398.0,72.6,9.1,103.0,517.0,150.0,802.0,85.2,34.0,244.0,50.4,404.0,40.0,321.0,18.9,42.3,51.9
Rhys Hoskins,MIL,131,517,449,96,56,14,0,26,59,82,53,1,149,7,6,0,11,3,0,0.213808463,0.102514506,0.28820116,0.355704697,0.302912621,0.41870824,0.721620861,0.204899777,0.25,61.8312778886088,1.3536148558982546,0.3134320541810432,100.2557111371682,0.702702702,0.176470588,0.339869281,0.48366013,0.135135135,0.175675675,0.10576923,0.0,0.54575163,0.27124183,0.18300654,0.16993464,0.46078431,0.36928105,16472.0,656555.0,"Hoskins, Rhys",2024.0,59.3,21.2,25.4,39.0,61.0,108.0,277.0,48.6,1089.0,71.2,7.9,161.0,1281.0,629.0,2243.0,78.8,145.0,684.0,51.4,1154.0,43.4,973.0,26.3,42.8,62.0
Kyle Schwarber,PHI,150,692,573,142,82,22,0,38,110,104,106,4,197,5,8,0,6,5,3,0.247818499,0.15317919,0.28468208,0.538071065,0.365606936,0.485165794,0.85077273,0.237347295,0.300578034,111.93187423265138,30.98304866469064,0.3658075707769671,135.29060144829,1.038961038,0.182291666,0.416666666,0.401041666,0.149350649,0.246753246,0.05625,0.0,0.50520833,0.33333333,0.16145833,0.15885417,0.3984375,0.44270833,16478.0,656941.0,"Schwarber, Kyle",2024.0,60.6,23.7,20.9,54.3,45.7,169.0,311.0,52.1,1487.0,74.1,6.8,400.0,1515.0,742.0,2852.0,76.3,196.0,828.0,47.9,1366.0,41.6,1186.0,32.0,39.9,56.4
Forrest Wall,2 Tms,15,35,32,8,8,0,0,0,4,1,3,0,8,0,0,0,0,4,3,0.25,0.085714285,0.228571428,0.375,0.314285714,0.25,0.564285714,0.0,0.333333333,2.697647466198751,-1.3965850408512863,0.2606022238731384,63.754320384848846,1.125,0.15,0.45,0.4,0.0,0.0,0.111111111,0.75,0.41666667,0.33333333,0.25,0.04166667,0.83333333,0.125,16496.0,657088.0,"Wall, Forrest",2024.0,70.6,22.9,29.5,72.2,22.2,13.0,18.0,47.3,61.0,80.0,11.6,8.0,67.0,43.0,129.0,70.8,11.0,48.0,52.7,68.0,34.9,45.0,36.4,51.2,68.6
Matt Chapman,SFG,154,647,575,142,74,39,2,27,98,78,64,3,158,6,2,0,13,15,2,0.246956521,0.098918083,0.244204018,0.405063291,0.327666151,0.462608695,0.790274846,0.215652174,0.293367346,91.28461153238707,15.59979918777637,0.3401357669452702,120.56826390869956,0.847368421,0.162291169,0.38424821,0.45346062,0.163157894,0.142105263,0.099378881,0.0,0.38902148,0.37708831,0.23389021,0.16706444,0.45823389,0.37470167,16505.0,656305.0,"Chapman, Matt",2024.0,63.5,18.9,24.2,36.8,63.2,116.0,315.0,48.1,1301.0,71.5,7.1,234.0,1586.0,669.0,2706.0,81.1,168.0,891.0,51.9,1404.0,43.2,1169.0,23.5,44.6,64.2
Isiah Kiner-Falefa,2 Tms,128,496,465,125,95,18,4,8,53,43,16,0,78,10,2,3,12,11,2,0.268817204,0.032258064,0.157258064,0.205128205,0.306288032,0.376344086,0.682632118,0.107526882,0.307086614,53.57095192834949,-4.450171600131041,0.2988378913359032,92.93828791772631,1.491803278,0.208333333,0.473958333,0.317708333,0.122950819,0.06557377,0.082417582,0.375,0.3622449,0.3877551,0.25,0.17346939,0.56632653,0.26020408,16512.0,643396.0,"Kiner-Falefa, Isiah",2024.0,60.8,9.4,30.1,27.0,72.5,66.0,244.0,47.7,811.0,68.5,8.8,158.0,1030.0,399.0,1710.0,90.2,51.0,541.0,52.3,890.0,43.0,732.0,14.8,46.1,60.7
Mauricio Dubon,HOU,128,428,402,108,79,25,0,4,45,47,16,0,55,2,5,3,6,3,2,0.268656716,0.037383177,0.128504672,0.29090909,0.296470588,0.360696517,0.657167105,0.092039801,0.298850574,41.84376643006701,-8.22284822757344,0.2863087520879858,86.73127265224035,1.16535433,0.209770114,0.425287356,0.364942528,0.11023622,0.031496062,0.06081081,0.142857142,0.34647887,0.34366197,0.30985915,0.18873239,0.56901408,0.24225352,16530.0,643289.0,"Dubón, Mauricio",2024.0,79.4,15.9,41.2,24.3,75.1,73.0,301.0,50.4,731.0,87.8,8.5,135.0,875.0,333.0,1450.0,83.7,91.0,571.0,49.6,719.0,44.0,638.0,18.8,60.1,66.4
Danny Jansen,2 Tms,86,324,278,57,35,13,0,9,35,24,40,0,61,3,3,0,4,0,0,0.205035971,0.12345679,0.188271604,0.655737704,0.308641975,0.348920863,0.657562838,0.143884892,0.227488151,33.749397545097544,-4.151497663022799,0.2942591960783358,90.01000079262006,0.572649572,0.163636363,0.304545454,0.531818181,0.162393162,0.076923076,0.089552238,0.0,0.52272727,0.3,0.17727273,0.18181818,0.53636364,0.28181818,16535.0,643376.0,"Jansen, Danny",2024.0,61.8,14.7,20.3,39.0,61.0,55.0,141.0,50.8,695.0,74.4,8.6,132.0,785.0,367.0,1376.0,85.3,61.0,415.0,49.2,672.0,43.2,590.0,20.9,40.6,62.0
Connor Joe,PIT,120,416,364,83,51,22,1,9,49,36,44,1,91,6,2,0,7,2,2,0.228021978,0.10576923,0.21875,0.483516483,0.319711538,0.368131868,0.687843406,0.14010989,0.278195488,46.91287622166228,-1.7500015764181622,0.3049523913716695,92.33366157238994,1.017241379,0.149090909,0.429090909,0.421818181,0.189655172,0.077586206,0.084745762,0.0,0.41818182,0.30181818,0.28,0.21454545,0.55272727,0.23272727,16572.0,656582.0,"Joe, Connor",2024.0,63.8,18.4,21.9,47.8,52.2,85.0,178.0,49.3,814.0,82.4,8.2,214.0,863.0,440.0,1651.0,81.6,98.0,534.0,50.7,837.0,40.5,668.0,25.7,43.1,64.6
Yandy Diaz,TBR,145,621,563,158,112,31,1,14,55,65,50,0,95,4,4,0,12,0,0,0.280639431,0.080515297,0.152979066,0.526315789,0.341384863,0.413854351,0.755239214,0.13321492,0.31441048,82.81682198841915,10.173439506188483,0.3305333292234731,120.34472436052371,1.954545454,0.173728813,0.546610169,0.279661016,0.151515151,0.106060606,0.065891472,0.0,0.29237288,0.41101695,0.29661017,0.15889831,0.4809322,0.36016949,16578.0,650490.0,"Díaz, Yandy",2024.0,64.0,10.3,22.8,25.5,74.5,70.0,275.0,48.9,1204.0,76.6,7.5,250.0,1548.0,494.0,2460.0,89.7,83.0,804.0,51.1,1256.0,44.1,1086.0,14.2,43.9,58.3
Luis Urias,SEA,40,109,94,18,7,7,0,4,11,16,9,0,34,6,0,0,2,0,0,0.191489361,0.082568807,0.311926605,0.264705882,0.302752293,0.393617021,0.696369314,0.20212766,0.25,12.642238570537309,-0.1083712371328084,0.3089437703473852,107.4874870924155,0.655172413,0.2,0.316666666,0.483333333,0.206896551,0.137931034,0.157894736,0.0,0.5,0.36666667,0.13333333,0.23333333,0.5,0.26666667,16622.0,649966.0,"Urías, Luis",2024.0,65.8,18.9,28.2,32.8,67.2,21.0,64.0,50.2,227.0,70.2,10.4,48.0,259.0,114.0,452.0,80.4,28.0,148.0,49.8,225.0,45.1,204.0,23.1,46.9,64.2
Jason Vosler,SEA,9,30,28,5,3,1,1,0,2,3,2,0,9,0,0,0,0,0,0,0.178571428,0.066666666,0.3,0.222222222,0.233333333,0.285714285,0.519047618,0.107142857,0.263157894,1.547395097739833,-1.961947051160199,0.2289249241352081,51.20059654866439,1.333333333,0.263157894,0.421052631,0.315789473,0.0,0.0,0.0,0.0,0.57894737,0.26315789,0.15789474,0.0,0.63157895,0.36842105,16686.0,613564.0,"Vosler, Jason",2024.0,75.0,22.2,28.3,41.2,58.8,7.0,17.0,50.0,60.0,75.0,6.7,10.0,68.0,34.0,120.0,77.8,10.0,45.0,50.0,60.0,44.2,53.0,27.4,51.7,70.0
Jose Trevino,NYY,71,234,209,45,32,5,0,8,26,28,20,0,41,2,2,1,12,1,0,0.215311004,0.085470085,0.175213675,0.487804878,0.287553648,0.354066985,0.641620633,0.138755981,0.228395061,22.389722062440462,-4.983146698979783,0.2837204319213081,83.35911395251844,1.184615384,0.164705882,0.452941176,0.382352941,0.092307692,0.123076923,0.038961038,0.0,0.39181287,0.37426901,0.23391813,0.15789474,0.60818713,0.23391813,16725.0,624431.0,"Trevino, Jose",2024.0,53.5,10.3,28.7,31.6,68.4,43.0,136.0,53.2,474.0,58.0,7.7,101.0,521.0,206.0,896.0,89.7,23.0,223.0,46.8,417.0,44.3,395.0,18.7,40.5,64.5
Lane Thomas,2 Tms,129,528,472,112,68,26,3,15,65,63,44,1,137,7,5,0,5,32,14,0.237288135,0.083333333,0.259469696,0.321167883,0.308712121,0.400423728,0.709135849,0.163135593,0.298461538,61.17557645427036,-0.5888453663702036,0.3088420941662291,99.1436479874356,0.949275362,0.208823529,0.385294117,0.405882352,0.195652173,0.108695652,0.099236641,0.0,0.42647059,0.32941176,0.24411765,0.20588235,0.45882353,0.33529412,16939.0,657041.0,"Thomas, Lane",2024.0,64.0,17.2,22.9,40.9,59.1,96.0,235.0,49.3,1026.0,73.7,8.4,215.0,1157.0,557.0,2080.0,82.8,116.0,675.0,50.7,1054.0,44.0,916.0,23.3,43.8,62.6
Derek Hill,3 Tms,51,172,162,39,26,4,2,7,19,25,5,0,56,2,1,2,2,6,2,0.24074074,0.029069767,0.325581395,0.089285714,0.270588235,0.419753086,0.690341321,0.179012346,0.32,18.165417491961467,-1.9548108283987164,0.296208201787051,88.3852054323093,1.424242424,0.23076923,0.451923076,0.317307692,0.03030303,0.212121212,0.106382978,0.4,0.32110092,0.40366972,0.27522936,0.13761468,0.55045872,0.31192661,16947.0,656537.0,"Hill, Derek",2024.0,71.2,22.5,35.5,63.1,36.9,65.0,103.0,47.6,290.0,75.4,10.0,87.0,308.0,161.0,609.0,77.5,51.0,227.0,52.4,319.0,44.2,269.0,35.2,54.2,65.7
Chadwick Tromp,ATL,18,54,52,13,7,6,0,0,3,6,1,0,17,0,1,0,2,0,0,0.25,0.018518518,0.314814814,0.058823529,0.259259259,0.365384615,0.624643874,0.115384615,0.361111111,4.415826963120838,-1.90098890489922,0.2664404180314805,67.80632032251921,1.454545454,0.25,0.444444444,0.305555555,0.0,0.0,0.125,0.0,0.41666667,0.36111111,0.22222222,0.11111111,0.55555556,0.33333333,16953.0,644433.0,"Tromp, Chadwick",2024.0,66.7,25.8,40.4,55.6,44.4,20.0,36.0,48.9,89.0,66.7,4.9,9.0,94.0,50.0,182.0,74.2,16.0,62.0,51.1,93.0,50.0,91.0,36.7,53.8,63.0
Gleyber Torres,NYY,154,665,587,151,110,26,0,15,80,63,65,0,136,3,8,2,6,4,3,0.257240204,0.09774436,0.204511278,0.477941176,0.330316742,0.378194207,0.708510949,0.120954003,0.306306306,79.12511066433575,1.3346930303850435,0.3126727258098251,103.72474872776066,0.908108108,0.229257641,0.366812227,0.403930131,0.086486486,0.081081081,0.053571428,0.0,0.34056399,0.33839479,0.32104121,0.14099783,0.59002169,0.26898048,16997.0,650402.0,"Torres, Gleyber",2024.0,69.2,18.7,21.4,37.0,63.0,110.0,297.0,49.3,1386.0,78.4,7.6,337.0,1514.0,699.0,2821.0,81.1,185.0,988.0,50.7,1427.0,42.3,1189.0,22.9,45.7,62.9
Edmundo Sosa,PHI,87,274,249,64,41,12,4,7,39,31,13,0,66,8,2,1,5,7,1,0.257028112,0.047445255,0.240875912,0.196969696,0.3125,0.421686746,0.734186746,0.164658634,0.320224719,33.88592004977471,1.8339284231544155,0.3184949926593724,103.44599328011223,1.208955223,0.195652173,0.440217391,0.364130434,0.134328358,0.104477611,0.12345679,0.0,0.41935484,0.33870968,0.24193548,0.16129032,0.46774194,0.37096774,17022.0,624641.0,"Sosa, Edmundo",2024.0,75.2,19.7,40.5,50.4,49.6,114.0,226.0,53.1,558.0,81.3,6.1,146.0,561.0,264.0,1050.0,79.7,73.0,370.0,46.9,492.0,39.7,417.0,31.4,56.8,64.6
Alex Verdugo,NYY,148,621,559,130,88,28,1,13,74,61,49,0,93,1,10,2,14,2,1,0.232558139,0.078904991,0.149758454,0.52688172,0.290791599,0.355992844,0.646784443,0.123434705,0.252699784,59.26912347708621,-13.374259005144458,0.2834208144509927,83.14835690521085,1.45625,0.169133192,0.492600422,0.338266384,0.06875,0.08125,0.0472103,0.4,0.37238494,0.34309623,0.28451883,0.14435146,0.541841,0.31380753,17027.0,657077.0,"Verdugo, Alex",2024.0,61.3,9.0,25.5,33.3,66.3,93.0,279.0,46.6,1092.0,71.6,8.7,350.0,1380.0,475.0,2342.0,90.5,69.0,767.0,53.4,1251.0,44.7,1048.0,15.5,44.7,62.0
Ramon Laureano,2 Tms,92,309,286,74,46,16,1,11,35,33,15,0,96,7,1,0,5,8,3,0.258741258,0.048543689,0.310679611,0.15625,0.310679611,0.437062937,0.747742548,0.178321679,0.35,39.60586682955396,3.459642695883628,0.3240898573668643,107.602591172484,1.042253521,0.240837696,0.387434554,0.371727748,0.042253521,0.154929577,0.135135135,0.0,0.43455497,0.31413613,0.2513089,0.11518325,0.57068063,0.31413613,17128.0,657656.0,"Laureano, Ramón",2024.0,73.3,22.7,30.4,54.5,45.5,96.0,176.0,49.0,578.0,84.6,7.7,127.0,645.0,298.0,1180.0,77.3,100.0,441.0,51.0,602.0,40.3,476.0,31.8,52.3,67.0
Jorge Mateo,BAL,65,208,192,44,23,14,2,5,30,18,10,0,48,1,3,2,3,13,2,0.229166666,0.048076923,0.23076923,0.208333333,0.266990291,0.401041666,0.668031957,0.171875,0.274647887,20.25512626200124,-4.076312637038988,0.2858299178984558,87.47354529371604,1.125,0.179310344,0.434482758,0.386206896,0.160714285,0.089285714,0.063492063,0.25,0.39597315,0.38255034,0.22147651,0.16778523,0.52348993,0.30872483,17273.0,622761.0,"Mateo, Jorge",2024.0,70.3,14.0,33.4,42.0,56.5,58.0,138.0,50.4,413.0,75.6,5.5,91.0,452.0,195.0,820.0,84.3,40.0,286.0,49.6,407.0,45.7,375.0,23.1,51.7,62.0
Alex Jackson,TBR,53,155,139,17,7,7,0,3,17,12,12,0,53,2,1,1,2,1,0,0.122302158,0.077419354,0.341935483,0.226415094,0.201298701,0.237410071,0.438708772,0.115107913,0.166666666,4.3960200359469335,-13.735581066703231,0.2000771687402353,28.57919694455111,0.813953488,0.103448275,0.40229885,0.494252873,0.162790697,0.069767441,0.057142857,0.0,0.38636364,0.42045455,0.19318182,0.19318182,0.54545455,0.26136364,17276.0,656577.0,"Jackson, Alex",2024.0,71.9,29.5,36.4,56.9,41.5,70.0,123.0,54.0,338.0,72.7,7.0,66.0,358.0,158.0,626.0,69.6,61.0,207.0,46.0,288.0,40.7,255.0,39.7,52.7,69.0
Rafael Devers,BOS,138,601,525,143,76,34,5,28,87,83,67,14,147,3,6,0,13,3,0,0.272380952,0.111480865,0.244592346,0.455782312,0.354409317,0.516190476,0.870599793,0.243809524,0.323033707,96.35161241729716,26.04779136766652,0.3640278328013379,134.05972820492894,1.113475177,0.223958333,0.408854166,0.3671875,0.09929078,0.19858156,0.025477707,0.0,0.34114583,0.40885417,0.25,0.16145833,0.4296875,0.40885417,17350.0,646240.0,"Devers, Rafael",2024.0,73.8,28.1,30.4,36.8,62.9,140.0,380.0,52.7,1251.0,81.1,6.7,268.0,1484.0,500.0,2375.0,71.9,233.0,829.0,47.3,1124.0,42.7,1015.0,30.9,50.9,60.7
Jose Siri,TBR,127,448,402,75,40,16,1,18,50,47,31,0,170,7,4,2,5,14,7,0.186567164,0.069196428,0.379464285,0.182352941,0.254504504,0.365671641,0.620176145,0.179104477,0.261467889,38.20021177840958,-14.205964311830895,0.2707812407532254,78.31388509339176,0.920792079,0.174468085,0.39574468,0.429787234,0.0990099,0.178217821,0.021505376,0.0,0.38655462,0.35294118,0.2605042,0.13865546,0.50840336,0.35294118,17452.0,642350.0,"Siri, Jose",2024.0,67.1,32.1,35.2,59.8,40.2,192.0,321.0,50.9,911.0,78.2,6.9,159.0,942.0,503.0,1788.0,66.6,189.0,589.0,49.1,878.0,42.4,759.0,41.9,50.9,68.1
Eloy Jimenez,2 Tms,98,349,324,77,57,14,0,6,25,23,22,1,70,2,1,0,13,3,0,0.23765432,0.063037249,0.200573065,0.314285714,0.28939828,0.336419753,0.625818033,0.098765433,0.285140562,31.21516743712007,-9.610179561750304,0.2759469891416615,78.29834419211687,1.958904109,0.152941176,0.560784313,0.286274509,0.136986301,0.08219178,0.041958041,0.0,0.40392157,0.41568627,0.18039216,0.14509804,0.51372549,0.34117647,17484.0,650391.0,"Jiménez, Eloy",2024.0,70.1,15.3,33.0,46.2,53.8,98.0,212.0,53.5,643.0,78.4,8.5,200.0,553.0,354.0,1201.0,84.7,60.0,392.0,46.5,559.0,41.1,494.0,26.2,50.3,64.1
Taylor Ward,LAA,156,663,585,144,91,26,2,25,73,75,63,0,163,7,8,0,11,6,4,0.246153846,0.095022624,0.245852187,0.386503067,0.322775263,0.425641025,0.748416288,0.179487179,0.29382716,85.66883817261484,8.112376681924133,0.3253815192982082,110.89873373349609,0.721649484,0.223255813,0.325581395,0.45116279,0.051546391,0.128865979,0.042857142,0.0,0.33953488,0.34883721,0.31162791,0.09069767,0.50930233,0.4,17548.0,621493.0,"Ward, Taylor",2024.0,64.8,17.7,20.8,50.9,49.1,135.0,265.0,49.0,1273.0,78.4,7.9,196.0,1469.0,720.0,2599.0,82.3,152.0,858.0,51.0,1325.0,42.2,1097.0,25.5,43.2,61.1
Alex Bregman,HOU,145,634,581,151,93,30,2,26,79,75,44,1,86,5,4,0,13,3,1,0.259896729,0.06940063,0.135646687,0.511627906,0.315457413,0.452667814,0.768125227,0.192771085,0.264270613,84.63770555524611,10.47360814182544,0.3307042115295856,117.95994545268115,0.805309734,0.182364729,0.364729458,0.452905811,0.128318584,0.115044247,0.065934065,0.0,0.3987976,0.34468938,0.25651303,0.18236473,0.51903808,0.29859719,17678.0,608324.0,"Bregman, Alex",2024.0,65.6,8.7,23.6,24.7,75.3,69.0,279.0,49.3,1180.0,70.9,7.6,249.0,1434.0,542.0,2393.0,91.3,69.0,796.0,50.7,1213.0,42.2,1010.0,12.8,44.9,63.6
Kevin Newman,ARI,96,311,288,80,59,17,1,3,41,28,15,1,48,0,2,6,7,8,1,0.277777777,0.048231511,0.154340836,0.3125,0.311475409,0.375,0.686475409,0.097222223,0.322175732,33.4477923474926,-2.9323879294377275,0.2984641043371276,88.91862059429197,1.611111111,0.219917012,0.4813278,0.298755186,0.097222222,0.041666666,0.077586206,0.0,0.35887097,0.35483871,0.28629032,0.15725806,0.63306452,0.20967742,17696.0,621028.0,"Newman, Kevin",2024.0,68.3,10.5,28.3,35.2,63.4,51.0,145.0,47.9,512.0,74.3,6.9,106.0,591.0,291.0,1070.0,89.0,40.0,381.0,52.1,558.0,42.9,459.0,17.3,49.2,63.2
DJ Stewart,NYM,73,194,158,28,19,4,0,5,16,19,31,0,48,4,1,0,5,1,0,0.177215189,0.159793814,0.24742268,0.645833333,0.324742268,0.297468354,0.622210622,0.120253165,0.216981132,19.54467098687558,-3.149074909344626,0.2900111546221467,88.37760079904845,0.666666666,0.189189189,0.324324324,0.486486486,0.129629629,0.092592592,0.055555555,0.0,0.52252252,0.2972973,0.18018018,0.20720721,0.45045045,0.34234234,17766.0,621466.0,"Stewart, DJ",2024.0,66.5,23.5,14.2,62.3,37.7,33.0,53.0,48.9,374.0,85.5,8.1,97.0,485.0,159.0,765.0,76.2,61.0,260.0,51.1,391.0,43.5,333.0,30.0,40.9,59.8
Willie Calhoun,LAA,68,254,229,56,35,16,0,5,26,20,23,1,31,1,1,0,5,0,1,0.244541484,0.090551181,0.122047244,0.741935483,0.314960629,0.379912663,0.694873292,0.135371179,0.262886597,28.56891842927235,-1.1435117647479205,0.3045855199866615,96.27040312881384,1.162162162,0.195979899,0.432160804,0.371859296,0.162162162,0.067567567,0.046511627,0.0,0.3919598,0.37688442,0.23115578,0.16582915,0.53768844,0.29648241,17838.0,641432.0,"Calhoun, Willie",2024.0,64.2,8.1,22.9,27.5,72.5,30.0,109.0,49.8,477.0,76.8,7.2,141.0,556.0,213.0,958.0,91.9,25.0,309.0,50.2,481.0,42.2,404.0,13.2,43.6,60.5
Tyler Nevin,OAK,86,278,245,50,33,10,0,7,22,20,25,0,64,5,3,0,5,1,0,0.204081632,0.089928057,0.230215827,0.390625,0.287769784,0.330612244,0.618382028,0.126530612,0.242937853,24.94427050567844,-7.575633407461865,0.2763216570555735,82.13118474171405,1.144927536,0.195652173,0.429347826,0.375,0.04347826,0.101449275,0.050632911,0.0,0.31521739,0.35326087,0.33152174,0.13586957,0.61956522,0.24456522,17893.0,663527.0,"Nevin, Tyler",2024.0,69.1,19.3,25.9,42.3,57.0,60.0,142.0,50.4,549.0,82.4,8.3,148.0,628.0,249.0,1090.0,80.5,72.0,374.0,49.6,541.0,42.8,466.0,25.6,47.3,57.6
